1.753323700643478151e+04,1.658519574102744446e+04,2.162636708482052563e+04,2.185461584692667748e+04,2.403068336315155102e+04,2.427476807654660661e+04,2.463589702832506737e+04,2.705517345842516806e+04,2.141901650783257719e+04,2.471656334176800738e+04,2.298919339877106177e+04,1.882459393224519226e+04,2.005102326092494695e+04,2.066350099689590934e+04,2.073727040084770488e+04,2.203939633119104838e+04,1.961900313084505979e+04,2.274534626600723641e+04,1.924862339278328000e+04,1.886220475373713271e+04,2.128437906276392823e+04,2.191897736515831639e+04,2.347057807045738082e+04,1.996344097321355002e+04,1.943350009862846855e+04,2.830051640509512436e+04,2.460417476851927859e+04,2.166352915657222911e+04,2.365253029955209422e+04,2.225130775914057449e+04,2.313928447890862662e+04,2.277913915597728192e+04,2.816044785066583063e+04,2.479545749876583068e+04,2.198509279894404972e+04,2.280530500562763700e+04,2.315467665797404698e+04,1.696253916885482977e+04,2.261174893385138785e+04,1.876814599116748650e+04,1.705885166894984286e+04,1.948769171380759508e+04,1.978506888474518928e+04,2.041803029942093417e+04,2.255504196142933870e+04,2.265091956901601952e+04,1.854284493484372797e+04,2.405784561159002988e+04,2.348801151818922153e+04,1.972899267165801211e+04,2.155525925133466808e+04,1.987813224654058649e+04,2.206636421879554109e+04,2.079533442718391234e+04,2.228789991807059050e+04,2.099737775605681600e+04,2.411373654701147098e+04,2.008028932076384808e+04,2.459102474389608687e+04,2.567519190603818424e+04,2.188142397010811328e+04,2.395016272401610695e+04,2.324380949791834428e+04,1.898682790963447405e+04,2.000000049371372370e+04,1.942847738819447113e+04,2.079778864700573831e+04,2.217196049137722002e+04,2.260505974841671195e+04,2.036821243156301716e+04,1.758704030519043226e+04,2.052479958261677166e+04,1.907144423183740946e+04,1.503045025375046134e+04,1.795083841813303297e+04,2.274281698828315348e+04,2.130182573564821359e+04,2.102037349153240575e+04,1.909354013756910717e+04,2.189428791417746106e+04,2.261344879431275695e+04,1.951256151918226897e+04
1.232034787007323393e+04,1.165417321101192465e+04,1.519653019879353087e+04,1.535691724820313539e+04,1.688600789922309923e+04,1.705752263878262966e+04,1.731128264386513183e+04,1.901127262299807990e+04,1.505082799682053701e+04,1.736796567636213149e+04,1.615416821327984871e+04,1.322776539625927580e+04,1.408955925450972427e+04,1.451993835490445963e+04,1.457177503050067571e+04,1.548675977784567476e+04,1.378598506067973722e+04,1.598282041813696378e+04,1.352572466408137916e+04,1.325419396756586684e+04,1.495622024361587501e+04,1.540214314081890370e+04,1.649243014473721632e+04,1.402801646857320338e+04,1.365563480721410451e+04,1.988635680254147883e+04,1.728899187828152935e+04,1.522264344025519495e+04,1.662028530105315804e+04,1.563566682273555671e+04,1.625963500864748130e+04,1.600656618509449982e+04,1.978793268863747653e+04,1.742340344057946641e+04,1.544860148410839975e+04,1.602495254295244013e+04,1.627045086658032051e+04,1.191932689002812913e+04,1.588894353698434315e+04,1.318810025796384798e+04,1.198700426785468335e+04,1.369371445847319410e+04,1.390267702444003407e+04,1.434744970470876251e+04,1.584909638117153554e+04,1.591646816642629165e+04,1.302978451807024430e+04,1.690509441186036202e+04,1.650468037215113873e+04,1.386327309393839096e+04,1.514656376963321600e+04,1.396807128055240719e+04,1.550570971598239339e+04,1.461257576814750064e+04,1.566137959483630038e+04,1.475454864489742431e+04,1.694436815047025084e+04,1.411012408448774295e+04,1.727975154931099678e+04,1.804157987467947169e+04,1.537575492222863613e+04,1.682942722992026393e+04,1.633308320277462008e+04,1.334176482700032648e+04,1.405370630612915011e+04,1.365210542243622331e+04,1.461430031233426052e+04,1.557991066424493511e+04,1.588424314472406877e+04,1.431244342138928187e+04,1.235815465709058662e+04,1.442247491028422519e+04,1.340122347257979527e+04,1.056167641503243794e+04,1.261379024248101268e+04,1.598104313186579202e+04,1.496847976414998266e+04,1.477070741013190309e+04,1.341674994068257183e+04,1.538479422659994816e+04,1.589013800393913152e+04,1.371119010507310486e+04
1.569799532877194179e+04,1.484918758434998927e+04,1.936268866674335004e+04,1.956704613935524321e+04,2.151533998220089779e+04,2.173387582297542031e+04,2.205720462963114915e+04,2.422325018555338829e+04,1.917704192120626612e+04,2.212942742632019144e+04,2.058286501538173616e+04,1.685418314404582998e+04,1.795223947361109822e+04,1.850060784590426556e+04,1.856665564747203098e+04,1.973248525238188085e+04,1.756543982096050240e+04,2.036454188716211138e+04,1.723382852774455023e+04,1.688785715985221395e+04,1.905649726747291788e+04,1.962467079886233478e+04,2.101386211675559389e+04,1.787382461257476461e+04,1.739935379063191431e+04,2.533824040398078796e+04,2.202880280707741622e+04,1.939596090441125489e+04,2.117676901417220870e+04,1.992221545478798362e+04,2.071724573891984619e+04,2.039479760256142617e+04,2.521283312680020390e+04,2.220006356199580478e+04,1.968386578780517812e+04,2.041822461637718152e+04,2.073102678545334493e+04,1.518703366292652754e+04,2.024492847548295322e+04,1.680364373052900919e+04,1.527326492621459147e+04,1.744787305274126265e+04,1.771412311475482784e+04,1.828083109498837075e+04,2.019415714399046192e+04,2.027999903590563554e+04,1.660192542098698323e+04,2.153965909959774217e+04,2.102947076796805413e+04,1.766391651965919664e+04,1.929902384332880320e+04,1.779744533404655158e+04,1.975663035311181375e+04,1.861864198712288635e+04,1.995497743363662448e+04,1.879953700563500388e+04,2.158969981043992811e+04,1.797844219193824028e+04,2.201702922385188867e+04,2.298771427423182831e+04,1.959104819854836023e+04,2.144324761177585606e+04,2.081082989908103991e+04,1.699943574162894220e+04,1.790655736932830769e+04,1.739485681811612812e+04,1.862083931847046915e+04,1.985117363642650162e+04,2.023893946149379190e+04,1.823622777064866750e+04,1.574616692037414941e+04,1.837642460736999783e+04,1.707519509115419714e+04,1.345718065558115450e+04,1.607188550134656725e+04,2.036227735438455056e+04,1.907211775953262986e+04,1.882012572795393498e+04,1.709497817084642884e+04,1.960256564588772017e+04,2.024645040788895130e+04,1.747013968202687465e+04
1.729582117870367438e+04,1.636061724628096272e+04,2.133352658763366344e+04,2.155868465583291254e+04,2.370528625710017513e+04,2.394606584353858489e+04,2.430230478390770440e+04,2.668882203120820122e+04,2.112898372429539813e+04,2.438187880278067678e+04,2.267789900529216902e+04,1.856969196813635790e+04,1.977951433860780526e+04,2.038369857414874787e+04,2.045646907389968328e+04,2.174096304584030077e+04,1.935334415036933206e+04,2.243735378242916704e+04,1.898797968769876752e+04,1.860679350521533343e+04,2.099616939155066575e+04,2.162217466111349859e+04,2.315276529476284122e+04,1.969311799398973744e+04,1.917035299636006675e+04,2.791730191223978181e+04,2.427101207208364576e+04,2.137018545144824384e+04,2.333225372672402227e+04,2.195000500210847895e+04,2.282595771696219163e+04,2.247068908621927767e+04,2.777913001224895561e+04,2.445970466180363655e+04,2.168739483235117586e+04,2.249650062668811734e+04,2.284114147205364134e+04,1.673285110408293258e+04,2.230556547853118172e+04,1.851400838304435456e+04,1.682785944614241089e+04,1.922381080823926095e+04,1.951716122432487828e+04,2.014155177110372824e+04,2.224962636961264798e+04,2.234420570800021960e+04,1.829175810603511854e+04,2.373208070421972661e+04,2.316996267790364800e+04,1.946184433369146427e+04,2.126338161828630109e+04,1.960896442434501296e+04,2.176756576394668809e+04,2.051374686099957762e+04,2.198610167023450413e+04,2.071305434114447417e+04,2.378721482601394746e+04,1.980838410962573471e+04,2.425804011064293809e+04,2.532752667249973820e+04,2.158512977287049580e+04,2.362585593997331307e+04,2.292906737303021873e+04,1.872972915128770546e+04,1.972918246563967477e+04,1.916539829795115656e+04,2.051616784847359668e+04,2.187173216784803662e+04,2.229896687069471227e+04,2.009240848206596638e+04,1.734889593231366234e+04,2.024687530199855610e+04,1.881319969224283341e+04,1.482692441383534606e+04,1.770776789099966118e+04,2.243485875340452549e+04,2.101337982076343542e+04,2.073573869364097118e+04,1.883499639950097844e+04,2.159781952754583472e+04,2.230724232135021157e+04,1.924834385403973647e+04
1.739642842241012477e+04,1.645578454649051855e+04,2.145762056885282800e+04,2.168408834836359893e+04,2.384317641489943344e+04,2.408535658071953731e+04,2.444366771052222612e+04,2.684406697705893384e+04,2.125188790981260172e+04,2.452370459973981997e+04,2.280981300280649157e+04,1.867770913055315759e+04,1.989456885951773074e+04,2.050226754574596271e+04,2.057546134077310489e+04,2.186742702491167438e+04,1.946591970207938357e+04,2.256786856382018595e+04,1.909842996815643346e+04,1.871502648180737378e+04,2.111830101566103622e+04,2.174794766565129612e+04,2.328744151952379980e+04,1.980766996009127979e+04,1.928186411548624164e+04,2.807969274457386928e+04,2.441219297360365817e+04,2.149449267187748410e+04,2.346797400925073816e+04,2.207768494744255804e+04,2.295873295018968929e+04,2.260139777416135257e+04,2.794071711899683578e+04,2.460198316031909781e+04,2.181354721301656537e+04,2.262735945655843898e+04,2.297400502694757597e+04,1.683018363380433220e+04,2.243531366677401093e+04,1.862170164225020562e+04,1.692574462539255546e+04,1.933563288358151476e+04,1.963068967581994002e+04,2.025871221042167235e+04,2.237904916830006914e+04,2.247417866076523569e+04,1.839815856812241327e+04,2.387012672137040863e+04,2.330473893730874624e+04,1.957505101498321528e+04,2.138706757655281035e+04,1.972302688152977498e+04,2.189418448711006204e+04,2.063307230432216602e+04,2.211399158456916848e+04,2.083353912671628132e+04,2.392558155022852952e+04,1.992360656174046017e+04,2.439914555617432779e+04,2.547485316380038057e+04,2.171068729275098667e+04,2.376328406331983933e+04,2.306244237993653587e+04,1.883867722642157605e+04,1.984394421345963929e+04,1.927688059632663135e+04,2.063550737432364986e+04,2.199895681163669360e+04,2.242867667580788839e+04,2.020928306211156450e+04,1.744981190404267545e+04,2.036464839277902502e+04,1.892263330321622561e+04,1.491317044878837623e+04,1.781077136804188558e+04,2.256535902157928649e+04,2.113561155540502659e+04,2.085635543074929956e+04,1.894455679870930908e+04,2.172345086185976470e+04,2.243700026354067813e+04,1.936030863449510798e+04
1.779420983122964390e+04,1.683205748029003371e+04,2.194826395452603902e+04,2.217991007698161775e+04,2.438836719054354762e+04,2.463608497392565187e+04,2.500258913637549631e+04,2.745787519799378788e+04,2.173782707546052552e+04,2.508445612460982011e+04,2.333137520688959557e+04,1.910478791195990561e+04,2.034947198311530155e+04,2.097106612154073446e+04,2.104593354348690627e+04,2.236744091960410515e+04,1.991102146521405302e+04,2.308389854039893544e+04,1.953512882349088613e+04,1.914295855034840497e+04,2.160118562426626522e+04,2.224522958187680342e+04,2.381992503111088809e+04,2.026058608004653070e+04,1.972275731990078566e+04,2.872175440619443543e+04,2.497039470775413793e+04,2.198597916377521324e+04,2.400458552150311152e+04,2.258250653545048044e+04,2.348370031221861063e+04,2.311819441940347315e+04,2.857960100649093511e+04,2.516452457880125075e+04,2.231232910841798730e+04,2.314474973368570863e+04,2.349932159561022854e+04,1.721501746256436309e+04,2.294831268364006974e+04,1.904749977356829186e+04,1.731276352254359153e+04,1.977775554819352692e+04,2.007955901875283962e+04,2.072194172444937431e+04,2.289076165836154541e+04,2.298806635269081016e+04,1.881884523191399057e+04,2.441593373447521662e+04,2.383761796635771680e+04,2.002264814132342872e+04,2.187609771909403571e+04,2.017400757875229465e+04,2.239481020974506464e+04,2.110486182169893073e+04,2.261964334903141935e+04,2.130991245710898511e+04,2.447265657648025081e+04,2.037917365255122058e+04,2.495704895207051595e+04,2.605735336067487515e+04,2.220711722469181404e+04,2.430664804490061579e+04,2.358978113004988700e+04,1.926943665505054742e+04,2.029768976939211279e+04,1.971765984911708074e+04,2.110735257126591023e+04,2.250197822618290229e+04,2.294152393326950551e+04,2.067138234435984123e+04,1.784881396321730790e+04,2.083030021113494513e+04,1.935531244580575367e+04,1.525417044068572613e+04,1.821802701586299008e+04,2.308133161573309917e+04,2.161889198151483288e+04,2.133325047176799853e+04,1.937773723723796502e+04,2.222017264166604946e+04,2.295003784561228895e+04,1.980299552727647460e+04
2.018914545673894463e+04,1.909749632205405578e+04,2.490229674167024132e+04,2.516512028399676274e+04,2.767081524452373560e+04,2.795187354429408879e+04,2.836770576816804896e+04,3.115345056414755891e+04,2.466353701020638619e+04,2.846059129381061575e+04,2.647156194207338558e+04,2.167611519325623885e+04,2.308832219758972496e+04,2.379357714258326450e+04,2.387852102522702262e+04,2.537789103893556603e+04,2.259086030602793835e+04,2.619077721129202473e+04,2.216437600063619539e+04,2.171942324558961627e+04,2.450850488685021264e+04,2.523923118849877937e+04,2.702586604198105124e+04,2.298747307626714974e+04,2.237725755265659245e+04,3.258743619296306497e+04,2.833117826801502815e+04,2.494508806832564369e+04,2.723538012189811707e+04,2.562190249222557031e+04,2.664438859396569023e+04,2.622968899756163592e+04,3.242615026394434972e+04,2.855143621940714365e+04,2.531536168905299564e+04,2.625981841088082365e+04,2.666211235723506616e+04,1.953199916649490842e+04,2.603694275559301241e+04,2.161111660270886932e+04,1.964290093968184374e+04,2.243965803244167182e+04,2.278208145131002675e+04,2.351092291194287827e+04,2.597164589602168053e+04,2.608204689983524804e+04,2.135168728021651259e+04,2.770209198962535447e+04,2.704594028223351779e+04,2.271751089755177600e+04,2.482041760019552385e+04,2.288924191159986367e+04,2.540894398171551438e+04,2.394538050320449838e+04,2.566403757651964770e+04,2.417802905256715894e+04,2.776644920013488809e+04,2.312202143628799604e+04,2.831603629738063319e+04,2.956443147551422589e+04,2.519598926147842212e+04,2.757809745971432130e+04,2.676474690611769620e+04,2.186292413026743452e+04,2.302957057811097548e+04,2.237147400957770151e+04,2.394820648456478739e+04,2.553053581932419547e+04,2.602924030237925399e+04,2.345355870816470633e+04,2.025109879851100050e+04,2.363386544605459858e+04,2.196035800607385318e+04,1.730724031973551246e+04,2.067000450407978860e+04,2.618786480237100113e+04,2.452859435558138284e+04,2.420450814757003900e+04,2.198580096647254322e+04,2.521080181650565646e+04,2.603890010836809233e+04,2.246829507864173866e+04
2.246182945210016624e+04,2.124729381277027278e+04,2.770553828420115315e+04,2.799794776712776365e+04,3.078570780298193858e+04,3.109840472267408040e+04,3.156104701297601059e+04,3.466038198178129096e+04,2.743990146566110707e+04,3.166438862493391571e+04,2.945145503793901662e+04,2.411618677463544009e+04,2.568736535425243346e+04,2.647201056514755328e+04,2.656651654654393133e+04,2.823467004049346360e+04,2.513390437735654268e+04,2.913906248278708154e+04,2.465941090499864731e+04,2.416436999702587855e+04,2.726741743844533994e+04,2.808040130638390838e+04,3.006815692774436320e+04,2.557516368784729639e+04,2.489625644782890959e+04,3.625579079689115315e+04,3.152040762680155240e+04,2.775314661331158277e+04,3.030125592348913051e+04,2.850614976507634128e+04,2.964373671662129709e+04,2.918235455320865731e+04,3.607634897562116385e+04,3.176545992731817751e+04,2.816510178680869649e+04,2.921587562248410541e+04,2.966345563680339183e+04,2.173070846789749339e+04,2.896791094419560977e+04,2.404387131885597773e+04,2.185409440914984953e+04,2.496568132456106832e+04,2.534665121016158446e+04,2.615753806128832002e+04,2.889526364336795814e+04,2.901809244383971236e+04,2.375523814172701896e+04,3.082050535871775355e+04,3.009049091715949544e+04,2.527481197510067796e+04,2.761444204065630765e+04,2.546587468042666296e+04,2.826921860057014055e+04,2.664090236910410385e+04,2.855302797888640271e+04,2.689974007222829823e+04,3.089210723456611959e+04,2.572485810271611626e+04,3.150356113061441647e+04,3.289248765254905447e+04,2.803229165300641398e+04,3.068255281437540543e+04,2.977764371563192617e+04,2.432402471865664120e+04,2.562200008856577551e+04,2.488982185362851305e+04,2.664404647005110019e+04,2.840449798250267850e+04,2.895934142891717056e+04,2.609371639213041635e+04,2.253075685667276048e+04,2.629432018708675241e+04,2.443242668672955188e+04,1.925550941130342835e+04,2.299681860926947775e+04,2.913582222516354886e+04,2.728976837060290563e+04,2.692919990832067197e+04,2.446073375096149539e+04,2.804877165140380021e+04,2.897008863538643709e+04,2.499754203155018331e+04
1.772177265939545032e+04,1.676353706541423890e+04,2.185891634186914234e+04,2.208961947274846170e+04,2.428908633673253280e+04,2.453579570356726617e+04,2.490080789052366526e+04,2.734609890431267195e+04,2.164933611519301485e+04,2.498234161231061807e+04,2.323639718589181211e+04,1.902701560186802089e+04,2.026663277796054535e+04,2.088569651341538702e+04,2.096025916294628041e+04,2.227638690952151228e+04,1.982996711680804947e+04,2.298992795440307236e+04,1.945560466946484667e+04,1.906503085414394809e+04,2.151325090787660156e+04,2.215467307315870130e+04,2.372295820769353304e+04,2.017810871413584391e+04,1.964246936249351711e+04,2.860483307734455229e+04,2.486874451989141380e+04,2.189647801897954560e+04,2.390686697694722898e+04,2.249057703018611573e+04,2.338810220188086532e+04,2.302408422077495197e+04,2.846325835971453853e+04,2.506208412157784187e+04,2.222149944905255688e+04,2.305053143293396715e+04,2.340365989371095566e+04,1.714493808337912560e+04,2.285489404437842677e+04,1.896996067364781265e+04,1.724228623593734665e+04,1.969724370244554666e+04,1.999781858291491517e+04,2.063758625895420482e+04,2.279757729943866798e+04,2.289448588307067257e+04,1.874223694535816685e+04,2.431654066199877343e+04,2.374057911803996467e+04,1.994113937989232727e+04,2.178704388278608531e+04,2.009188265904938817e+04,2.230364478398334177e+04,2.101894755425940093e+04,2.252756266617770234e+04,2.122316346375283683e+04,2.437303259505689493e+04,2.029621353700184045e+04,2.485545309248687045e+04,2.595127835083550599e+04,2.211671586483351348e+04,2.420769985569518394e+04,2.349375118292352272e+04,1.919099408820612007e+04,2.021506136073514790e+04,1.963739264263781661e+04,2.102142816441271498e+04,2.241037653783377391e+04,2.284813292984456348e+04,2.058723269741677723e+04,1.777615450734076876e+04,2.074550363685246703e+04,1.927652029336745181e+04,1.519207333292538351e+04,1.814386455706631023e+04,2.298737147924664896e+04,2.153088518558611395e+04,2.124640647336278198e+04,1.929885379732549700e+04,2.212971813544768884e+04,2.285661218351257412e+04,1.972238093390894210e+04
1.801989339966230182e+04,1.704553809180606549e+04,2.222663329922523553e+04,2.246121738431164704e+04,2.469768431043880628e+04,2.494854389297064336e+04,2.531969641958004286e+04,2.780612281983458524e+04,2.201352745389216579e+04,2.540260172500949921e+04,2.362728652091102049e+04,1.934709351310849524e+04,2.060756388471858372e+04,2.123704168780837790e+04,2.131285865160577305e+04,2.265112667644977046e+04,2.016355250862809407e+04,2.337667111335081063e+04,1.978289242887107685e+04,1.938574826885666334e+04,2.187515298220450495e+04,2.252736533503796454e+04,2.412203261171190024e+04,2.051755064371358458e+04,1.997290061333743506e+04,2.908603177998712272e+04,2.528709366973488068e+04,2.226482684963640713e+04,2.430903514700611413e+04,2.286891996472957908e+04,2.378154356217080203e+04,2.341140196622773510e+04,2.894207545186959760e+04,2.548368568562870496e+04,2.259531588338531947e+04,2.343829408097174382e+04,2.379736296995303564e+04,1.743335514703762965e+04,2.323936562417935056e+04,1.928907879052889621e+04,1.753234091812657061e+04,2.002859638293919124e+04,2.033422762021853487e+04,2.098475765151682572e+04,2.318108468052428725e+04,2.327962348813251810e+04,1.905752422839667634e+04,2.472560048023545460e+04,2.413994994606385444e+04,2.027659494339354933e+04,2.215355178103062644e+04,2.042987406920862850e+04,2.267884309069025767e+04,2.137253431586272927e+04,2.290652778369309090e+04,2.158018560393157895e+04,2.478304273678694881e+04,2.063764225976887246e+04,2.527357865012807088e+04,2.638783819513079652e+04,2.248876959967251969e+04,2.461492872268505016e+04,2.388896980066067772e+04,1.951383049255417063e+04,2.055512491832780142e+04,1.996773849144489213e+04,2.137505665555119776e+04,2.278737031670249780e+04,2.323249077223848144e+04,2.093355702793153614e+04,1.807519007464428796e+04,2.109449044648453128e+04,1.960079544405792331e+04,1.544763874589206353e+04,1.844908584824377249e+04,2.337407163243639661e+04,2.189308390878915452e+04,2.160381961411263546e+04,1.962350464862225999e+04,2.250199059821053743e+04,2.324111266634258209e+04,2.005415648011676603e+04
